# per_policy_summary
controller_label,n_valid_runs,active_modules,disabled_modules,metric,n,mean,std,median,min,max,ci95_low,ci95_high
no_lstm,100,dqn;digital_twin;predictive_healing;reward_shaping;flisr;ems;storage;xai,lstm,runtime_s,100,1.531306,0.081883,1.534700,1.375100,1.771600,1.515257,1.547355
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,saifi,100,0.061224,0.000000,0.061224,0.061224,0.061224,0.061224,0.061224
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,saidi,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,maifi,100,197.300000,4.480034,200.000000,183.000000,200.000000,196.421913,198.178087
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,asai,100,-2.000000,0.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,ens,100,30.000000,0.000000,30.000000,30.000000,30.000000,30.000000,30.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,critical_load_restored_pct,100,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,successful_restoration_count,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,number_of_islands,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,isolated_nodes,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,actions_taken,100,200.000000,0.000000,200.000000,200.000000,200.000000,200.000000,200.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,switching_operations,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,illegal_actions_attempted,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,load_shedding_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,battery_dispatch_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,voltage_violation_count,100,12.870000,41.130159,0.000000,0.000000,184.000000,4.808489,20.931511
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,frequency_deviation_count,100,9667.700000,219.521679,9800.000000,8967.000000,9800.000000,9624.673751,9710.726249
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,line_overload_count,100,5.540000,6.428189,4.000000,0.000000,35.000000,4.280075,6.799925
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,minimum_voltage_pu,100,0.855000,0.286436,0.950000,0.000000,0.950000,0.798859,0.911141
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,maximum_voltage_pu,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,average_voltage_pu,100,0.959490,0.005846,0.961429,0.942041,0.961429,0.958344,0.960636
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,operating_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,outage_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,carbon_kg,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_predictive,100,dqn;lstm;digital_twin;reward_shaping;flisr;ems;storage;xai,predictive_healing,runtime_s,100,1.385793,0.093066,1.375350,1.235000,1.713300,1.367552,1.404034
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,saifi,100,0.061224,0.000000,0.061224,0.061224,0.061224,0.061224,0.061224
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,saidi,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,maifi,100,197.300000,4.480034,200.000000,183.000000,200.000000,196.421913,198.178087
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,asai,100,-2.000000,0.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,ens,100,30.000000,0.000000,30.000000,30.000000,30.000000,30.000000,30.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,critical_load_restored_pct,100,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,successful_restoration_count,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,number_of_islands,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,isolated_nodes,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,actions_taken,100,200.000000,0.000000,200.000000,200.000000,200.000000,200.000000,200.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,switching_operations,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,illegal_actions_attempted,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,load_shedding_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,battery_dispatch_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,voltage_violation_count,100,12.870000,41.130159,0.000000,0.000000,184.000000,4.808489,20.931511
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,frequency_deviation_count,100,9667.700000,219.521679,9800.000000,8967.000000,9800.000000,9624.673751,9710.726249
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,line_overload_count,100,5.540000,6.428189,4.000000,0.000000,35.000000,4.280075,6.799925
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,minimum_voltage_pu,100,0.855000,0.286436,0.950000,0.000000,0.950000,0.798859,0.911141
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,maximum_voltage_pu,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,average_voltage_pu,100,0.959490,0.005846,0.961429,0.942041,0.961429,0.958344,0.960636
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,operating_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,outage_cost_usd,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,carbon_kg,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_reward,100,dqn;lstm;digital_twin;predictive_healing;flisr;ems;storage;xai,reward_shaping,runtime_s,100,1.665560,0.144276,1.682500,1.284800,1.914700,1.637282,1.693838
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,saifi,100,0.061224,0.000000,0.061224,0.061224,0.061224,0.061224,0.061224
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,saidi,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,maifi,100,197.300000,4.480034,200.000000,183.000000,200.000000,196.421913,198.178087
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,asai,100,-2.000000,0.000000,-2.000000,-2.000000,-2.000000,-2.000000,-2.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,ens,100,30.000000,0.000000,30.000000,30.000000,30.000000,30.000000,30.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,restoration_time_steps,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,critical_load_restored_pct,100,100.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,successful_restoration_count,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,number_of_islands,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,isolated_nodes,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,actions_taken,100,200.000000,0.000000,200.000000,200.000000,200.000000,200.000000,200.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,switching_operations,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,illegal_actions_attempted,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,load_shedding_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,battery_dispatch_events,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,voltage_violation_count,100,12.870000,41.130159,0.000000,0.000000,184.000000,4.808489,20.931511
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,frequency_deviation_count,100,9667.700000,219.521679,9800.000000,8967.000000,9800.000000,9624.673751,9710.726249
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,line_overload_count,100,5.540000,6.428189,4.000000,0.000000,35.000000,4.280075,6.799925
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,minimum_voltage_pu,100,0.855000,0.286436,0.950000,0.000000,0.950000,0.798859,0.911141
no_twin,100,dqn;lstm;predictive_healing;reward_shaping;flisr;ems;storage;xai,digital_twin,maximum_voltage_pu,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
